== ID ==,== Velocity (km/h) ==,== Current route ==,== Distance traveled (m) ==,== Destination ==,== Distance to destination (m) ==,== Type ==,== Battery level (%) ==,== Timestamp ==
ev1,-3865470566.4,,-1073741824.0,E103,-1073741824.0,evehicle,50.0,0.0
ev1,0.0,E165,0.0,E103,1398.8,evehicle,50.0,0.5
ev1,3.92,E165,0.55,E103,1398.25,evehicle,50.0,1.0
ev1,7.96,E165,1.65,E103,1397.15,evehicle,50.0,1.5
ev1,11.38,E165,3.23,E103,1395.57,evehicle,50.0,2.0
ev1,14.62,E165,5.26,E103,1393.54,evehicle,50.0,2.5
ev1,18.11,E165,7.78,E103,1391.02,evehicle,49.97,3.0
ev1,22.39,E165,10.89,E103,1387.91,evehicle,49.97,3.5
ev1,25.63,E165,14.45,E103,1384.35,evehicle,49.97,4.0
ev1,29.09,E165,18.49,E103,1380.31,evehicle,49.94,4.5
ev1,32.62,E165,23.02,E103,1375.78,evehicle,49.94,5.0
ev1,36.83,E165,28.14,E103,1370.66,evehicle,49.91,5.5
ev1,40.54,E165,33.77,E103,1365.03,evehicle,49.89,6.0
ev1,43.38,E165,39.79,E103,1359.01,evehicle,49.89,6.5
ev1,45.25,E165,46.07,E103,1352.73,evehicle,49.86,7.0
ev1,45.4,E165,52.38,E103,1346.42,evehicle,49.86,7.5
ev1,47.16,E165,58.93,E103,1339.87,evehicle,49.86,8.0
ev1,46.66,E165,65.41,E103,1333.39,evehicle,49.86,8.5
ev1,46.12,E165,71.82,E103,1326.98,evehicle,49.86,9.0
ev1,46.84,E165,78.32,E103,1320.48,evehicle,49.86,9.5
ev1,45.79,E165,84.68,E103,1314.12,evehicle,49.86,10.0
ev1,45.54,E165,91.01,E103,1307.79,evehicle,49.86,10.5
ev1,45.43,E165,97.32,E103,1301.48,evehicle,49.86,11.0
ev1,45.76,E165,103.67,E103,1295.13,evehicle,49.86,11.5
ev1,46.26,E165,110.1,E103,1288.7,evehicle,49.86,12.0
ev1,45.86,E165,116.47,E103,1282.33,evehicle,49.86,12.5
ev1,46.08,E165,122.87,E103,1275.93,evehicle,49.86,13.0
ev1,45.76,E165,129.22,E103,1269.58,evehicle,49.86,13.5
ev1,47.27,E165,135.79,E103,1263.01,evehicle,49.83,14.0
ev1,45.65,E165,142.13,E103,1256.67,evehicle,49.86,14.5
ev1,45.32,E165,148.42,E103,1250.38,evehicle,49.86,15.0
ev1,46.66,E165,154.9,E103,1243.9,evehicle,49.83,15.5
ev1,45.25,E165,161.19,E103,1237.61,evehicle,49.83,16.0
ev1,46.58,E165,167.66,E103,1231.14,evehicle,49.83,16.5
ev1,45.83,E165,174.02,E103,1224.78,evehicle,49.83,17.0
ev1,46.19,E165,180.44,E103,1218.36,evehicle,49.83,17.5
ev1,46.15,E165,186.85,E103,1211.95,evehicle,49.83,18.0
ev1,46.3,E165,193.27,E103,1205.53,evehicle,49.83,18.5
ev1,46.98,E165,199.8,E103,1199.0,evehicle,49.83,19.0
ev1,45.29,E165,206.09,E103,1192.71,evehicle,49.83,19.5
ev1,45.97,E165,212.47,E103,1186.33,evehicle,49.83,20.0
ev1,46.94,E165,218.99,E103,1179.81,evehicle,49.83,20.5
ev1,46.55,E165,225.46,E103,1173.34,evehicle,49.83,21.0
ev1,47.3,E165,232.03,E103,1166.77,evehicle,49.83,21.5
ev1,45.25,E165,238.31,E103,1160.49,evehicle,49.83,22.0
ev1,46.19,E165,244.72,E103,1154.08,evehicle,49.83,22.5
ev1,45.9,E165,251.1,E103,1147.7,evehicle,49.83,23.0
ev1,45.97,E165,257.49,E103,1141.31,evehicle,49.83,23.5
ev1,45.86,E165,263.85,E103,1134.95,evehicle,49.83,24.0
ev1,46.22,E165,270.27,E103,1128.53,evehicle,49.8,24.5
ev1,45.25,E165,276.55,E103,1122.25,evehicle,49.83,25.0
ev1,45.68,E165,282.9,E103,1115.9,evehicle,49.8,25.5
ev1,38.09,E165,288.19,E103,1110.61,evehicle,49.86,26.0
ev1,30.1,:J116_3,292.37,E103,1099.32,evehicle,49.89,26.5
ev1,31.28,:J116_3,296.72,E103,1094.97,evehicle,49.86,27.0
ev1,29.88,:J116_3,300.87,E103,1090.82,evehicle,49.89,27.5
ev1,30.89,E166,305.16,E103,1086.53,evehicle,49.86,28.0
ev1,35.46,E166,310.08,E103,1081.61,evehicle,49.86,28.5
ev1,38.05,E166,315.37,E103,1076.32,evehicle,49.83,29.0
ev1,41.15,E166,321.08,E103,1070.61,evehicle,49.83,29.5
ev1,41.8,E166,326.89,E103,1064.8,evehicle,49.83,30.0
ev1,33.7,E166,331.56,E103,1060.13,evehicle,49.86,30.5
ev1,25.6,:J117_3,335.12,E103,1063.68,evehicle,49.89,31.0
ev1,25.7,:J117_3,338.69,E103,1060.11,evehicle,49.89,31.5
ev1,25.34,:J117_3,342.21,E103,1056.59,evehicle,49.89,32.0
ev1,25.31,E167,345.73,E103,1053.07,evehicle,49.89,32.5
ev1,29.16,E167,349.77,E103,1049.03,evehicle,49.86,33.0
ev1,32.69,E167,354.32,E103,1044.48,evehicle,49.86,33.5
ev1,36.58,E167,359.4,E103,1039.4,evehicle,49.83,34.0
ev1,39.35,E167,364.86,E103,1033.94,evehicle,49.8,34.5
ev1,41.83,E167,370.67,E103,1028.13,evehicle,49.8,35.0
ev1,44.96,E167,376.92,E103,1021.88,evehicle,49.77,35.5
ev1,45.29,E167,383.21,E103,1015.59,evehicle,49.77,36.0
ev1,45.32,E167,389.5,E103,1009.3,evehicle,49.77,36.5
ev1,43.78,E167,395.58,E103,1003.22,evehicle,49.77,37.0
ev1,37.76,E167,400.83,E103,997.97,evehicle,49.8,37.5
ev1,29.88,E167,404.98,E103,993.82,evehicle,49.83,38.0
ev1,21.89,:J76_12,408.02,E103,990.78,evehicle,49.86,38.5
ev1,25.85,:J76_15,411.61,E103,987.19,evehicle,49.86,39.0
ev1,28.37,:J76_15,415.55,E103,983.25,evehicle,49.83,39.5
ev1,32.98,:J76_15,420.13,E103,978.67,evehicle,49.83,40.0
ev1,32.08,:J76_15,424.59,E103,974.21,evehicle,49.83,40.5
ev1,26.53,:J76_15,428.27,E103,970.53,evehicle,49.83,41.0
ev1,18.43,-E112,430.83,E103,967.97,evehicle,49.86,41.5
ev1,21.85,:J31_5,433.87,E103,964.93,evehicle,49.86,42.0
ev1,20.05,:J31_5,436.65,E103,962.15,evehicle,49.86,42.5
ev1,20.7,:J31_5,439.52,E103,959.28,evehicle,49.86,43.0
ev1,20.2,-E20,442.33,E103,956.47,evehicle,49.86,43.5
ev1,23.87,-E20,445.64,E103,953.16,evehicle,49.83,44.0
ev1,27.94,-E20,449.52,E103,949.28,evehicle,49.83,44.5
ev1,32.18,-E20,453.99,E103,944.81,evehicle,49.8,45.0
ev1,34.99,-E20,458.85,E103,939.95,evehicle,49.8,45.5
ev1,33.52,-E20,463.51,E103,935.29,evehicle,49.8,46.0
ev1,25.81,-E20,467.09,E103,931.71,evehicle,49.83,46.5
ev1,30.02,-E20,471.26,E103,927.54,evehicle,49.83,47.0
ev1,27.5,:J29_5,475.08,E103,923.72,evehicle,49.83,47.5
ev1,28.73,:J29_5,479.07,E103,919.73,evehicle,49.83,48.0
ev1,27.72,:J29_5,482.92,E103,915.88,evehicle,49.83,48.5
ev1,27.36,:J29_5,486.72,E103,912.08,evehicle,49.83,49.0
ev1,29.16,-E18,490.77,E103,908.03,evehicle,49.8,49.5
ev1,32.62,-E18,495.3,E103,903.5,evehicle,49.8,50.0
ev1,36.11,-E18,500.32,E103,898.48,evehicle,49.77,50.5
ev1,39.85,-E18,505.86,E103,892.94,evehicle,49.77,51.0
ev1,43.45,-E18,511.89,E103,886.91,evehicle,49.74,51.5
ev1,46.33,-E18,518.33,E103,880.47,evehicle,49.71,52.0
ev1,46.26,:J26_8,524.75,E103,874.05,evehicle,49.71,52.5
ev1,46.69,:J26_8,531.24,E103,867.56,evehicle,49.71,53.0
ev1,46.91,:J26_8,537.75,E103,861.05,evehicle,49.71,53.5
ev1,47.23,-E15,544.31,E103,854.49,evehicle,49.71,54.0
ev1,47.16,-E15,550.86,E103,847.94,evehicle,49.71,54.5
ev1,45.43,-E15,557.17,E103,841.63,evehicle,49.71,55.0
ev1,45.14,-E15,563.44,E103,835.36,evehicle,49.71,55.5
ev1,45.29,-E15,569.73,E103,829.07,evehicle,49.71,56.0
ev1,45.72,:J0_8,576.08,E103,822.72,evehicle,49.71,56.5
ev1,45.83,:J0_8,582.44,E103,816.36,evehicle,49.71,57.0
ev1,46.66,-pitagoras,588.92,E103,809.88,evehicle,49.71,57.5
ev1,46.73,-pitagoras,595.41,E103,803.39,evehicle,49.71,58.0
ev1,45.29,-pitagoras,601.7,E103,797.1,evehicle,49.71,58.5
ev1,37.94,-pitagoras,606.97,E103,791.83,evehicle,49.74,59.0
ev1,29.84,-pitagoras,611.12,E103,787.68,evehicle,49.77,59.5
ev1,21.74,-pitagoras,614.14,E103,784.66,evehicle,49.8,60.0
ev1,22.82,-pitagoras,617.31,E103,781.49,evehicle,49.8,60.5
ev1,20.12,:J5_4,620.11,E103,778.69,evehicle,49.8,61.0
ev1,20.56,:J5_4,622.96,E103,775.84,evehicle,49.8,61.5
ev1,20.38,:J5_4,625.79,E103,773.01,evehicle,49.8,62.0
ev1,20.81,-joulesB,628.68,E103,770.12,evehicle,49.8,62.5
ev1,23.76,-joulesB,631.98,E103,766.82,evehicle,49.8,63.0
ev1,26.89,-joulesB,635.72,E103,763.08,evehicle,49.77,63.5
ev1,29.88,-joulesB,639.86,E103,758.94,evehicle,49.77,64.0
ev1,33.41,-joulesB,644.5,E103,754.3,evehicle,49.74,64.5
ev1,35.78,-joulesB,649.47,E103,749.33,evehicle,49.74,65.0
ev1,28.19,-joulesB,653.39,E103,745.41,evehicle,49.77,65.5
ev1,20.95,:J2_10,656.29,E103,742.51,evehicle,49.8,66.0
ev1,24.77,:J2_11,659.73,E103,739.07,evehicle,49.77,66.5
ev1,27.29,:J2_11,663.52,E103,735.28,evehicle,49.77,67.0
ev1,30.06,:J2_11,667.7,E103,731.1,evehicle,49.74,67.5
ev1,33.23,:J2_11,672.31,E103,726.49,evehicle,49.74,68.0
ev1,32.11,:J2_11,676.77,E103,722.03,evehicle,49.74,68.5
ev1,31.57,euler,681.15,E103,717.65,evehicle,49.74,69.0
ev1,35.89,euler,686.14,E103,712.66,evehicle,49.71,69.5
ev1,40.28,euler,691.74,E103,707.06,evehicle,49.71,70.0
ev1,44.42,euler,697.91,E103,700.89,evehicle,49.69,70.5
ev1,45.58,euler,704.24,E103,694.56,evehicle,49.69,71.0
ev1,45.54,:J7_8,710.56,E103,688.24,evehicle,49.69,71.5
ev1,45.72,:J7_8,716.91,E103,681.89,evehicle,49.69,72.0
ev1,45.61,E9,723.24,E103,675.56,evehicle,49.69,72.5
ev1,47.3,E9,729.81,E103,668.99,evehicle,49.66,73.0
ev1,46.12,E9,736.22,E103,662.58,evehicle,49.66,73.5
ev1,46.55,E9,742.68,E103,656.12,evehicle,49.66,74.0
ev1,40.68,E9,748.33,E103,650.47,evehicle,49.69,74.5
ev1,33.7,E9,753.02,E103,645.78,evehicle,49.71,75.0
ev1,25.99,E9,756.63,E103,642.17,evehicle,49.74,75.5
ev1,20.74,:J20_2,759.51,E103,639.29,evehicle,49.74,76.0
ev1,22.14,:J20_2,762.59,E103,636.21,evehicle,49.74,76.5
ev1,20.95,:J20_2,765.5,E103,633.3,evehicle,49.74,77.0
ev1,21.1,E10,768.42,E103,630.38,evehicle,49.74,77.5
ev1,23.47,E10,771.68,E103,627.12,evehicle,49.74,78.0
ev1,27.9,E10,775.56,E103,623.24,evehicle,49.74,78.5
ev1,31.82,E10,779.98,E103,618.82,evehicle,49.71,79.0
ev1,34.56,E10,784.77,E103,614.03,evehicle,49.71,79.5
ev1,37.66,:J21_7,790.0,E103,608.8,evehicle,49.69,80.0
ev1,42.05,:J21_7,795.85,E103,602.95,evehicle,49.66,80.5
ev1,44.5,:J21_7,802.03,E103,596.77,evehicle,49.66,81.0
ev1,45.4,:J21_7,808.33,E103,590.47,evehicle,49.66,81.5
ev1,45.72,E97,814.68,E103,584.12,evehicle,49.63,82.0
ev1,46.87,E97,821.19,E103,577.61,evehicle,49.63,82.5
ev1,46.8,E97,827.69,E103,571.11,evehicle,49.63,83.0
ev1,46.98,E97,834.22,E103,564.58,evehicle,49.63,83.5
ev1,45.97,E97,840.6,E103,558.2,evehicle,49.63,84.0
ev1,45.36,E97,846.9,E103,551.9,evehicle,49.63,84.5
ev1,46.87,E97,853.41,E103,545.39,evehicle,49.63,85.0
ev1,45.72,E97,859.77,E103,539.03,evehicle,49.63,85.5
ev1,46.69,E97,866.25,E103,532.55,evehicle,49.63,86.0
ev1,46.19,E97,872.66,E103,526.14,evehicle,49.63,86.5
ev1,45.58,E97,879.0,E103,519.8,evehicle,49.63,87.0
ev1,43.27,E97,885.01,E103,513.79,evehicle,49.63,87.5
ev1,36.11,E97,890.02,E103,508.78,evehicle,49.66,88.0
ev1,28.19,E97,893.94,E103,504.86,evehicle,49.69,88.5
ev1,21.28,E97,896.89,E103,501.91,evehicle,49.71,89.0
ev1,24.84,:J66_13,900.34,E103,498.46,evehicle,49.71,89.5
ev1,29.41,:J66_13,904.43,E103,494.37,evehicle,49.69,90.0
ev1,32.9,:J66_13,909.0,E103,489.8,evehicle,49.69,90.5
ev1,36.79,:J66_13,914.11,E103,484.69,evehicle,49.66,91.0
ev1,39.24,:J66_13,919.56,E103,479.24,evehicle,49.66,91.5
ev1,42.44,E192,925.45,E103,473.35,evehicle,49.63,92.0
ev1,45.72,E192,931.8,E103,467.0,evehicle,49.6,92.5
ev1,46.01,E192,938.19,E103,460.61,evehicle,49.6,93.0
ev1,44.93,E192,944.43,E103,454.37,evehicle,49.6,93.5
ev1,36.83,E192,949.54,E103,449.26,evehicle,49.66,94.0
ev1,28.91,E192,953.56,E103,445.24,evehicle,49.69,94.5
ev1,21.06,E192,956.48,E103,442.32,evehicle,49.69,95.0
ev1,25.6,:J132_10,960.03,E103,438.77,evehicle,49.69,95.5
ev1,29.23,:J132_10,964.09,E103,434.71,evehicle,49.66,96.0
ev1,32.94,:J132_10,968.67,E103,430.13,evehicle,49.66,96.5
ev1,35.96,-E196,973.66,E103,425.14,evehicle,49.63,97.0
ev1,39.89,-E196,979.2,E103,419.6,evehicle,49.63,97.5
ev1,43.24,-E196,985.2,E103,413.6,evehicle,49.6,98.0
ev1,47.41,-E196,991.79,E103,407.01,evehicle,49.57,98.5
ev1,40.25,-E196,997.38,E103,401.42,evehicle,49.63,99.0
ev1,32.69,-E196,1001.92,E103,396.88,evehicle,49.66,99.5
ev1,24.59,-E196,1005.33,E103,393.47,evehicle,49.66,100.0
ev1,28.22,:J135_10,1009.25,E103,389.55,evehicle,49.66,100.5
ev1,32.54,:J135_10,1013.77,E103,385.03,evehicle,49.63,101.0
ev1,35.32,:J135_10,1018.67,E103,380.13,evehicle,49.63,101.5
ev1,39.64,E209,1024.18,E103,374.62,evehicle,49.6,102.0
ev1,43.7,E209,1030.25,E103,368.55,evehicle,49.6,102.5
ev1,45.18,E209,1036.52,E103,362.28,evehicle,49.57,103.0
ev1,46.19,E209,1042.94,E103,355.86,evehicle,49.57,103.5
ev1,39.17,E209,1048.38,E103,350.42,evehicle,49.6,104.0
ev1,31.07,E209,1052.7,E103,346.1,evehicle,49.63,104.5
ev1,22.97,E209,1055.89,E103,342.91,evehicle,49.66,105.0
ev1,26.75,:J138_10,1059.6,E103,339.2,evehicle,49.66,105.5
ev1,30.42,:J138_10,1063.83,E103,334.97,evehicle,49.63,106.0
ev1,34.67,:J138_10,1068.64,E103,330.16,evehicle,49.63,106.5
ev1,38.48,-E200,1073.98,E103,324.82,evehicle,49.6,107.0
ev1,42.16,-E200,1079.84,E103,318.96,evehicle,49.57,107.5
ev1,46.15,-E200,1086.25,E103,312.55,evehicle,49.57,108.0
ev1,46.51,-E200,1092.71,E103,306.09,evehicle,49.54,108.5
ev1,39.31,-E200,1098.16,E103,300.64,evehicle,49.6,109.0
ev1,31.21,-E200,1102.5,E103,296.3,evehicle,49.63,109.5
ev1,23.11,-E200,1105.71,E103,293.09,evehicle,49.63,110.0
ev1,27.58,:J69_18,1109.53,E103,289.27,evehicle,49.63,110.5
ev1,30.2,:J69_18,1113.73,E103,285.07,evehicle,49.63,111.0
ev1,34.27,:J69_18,1118.49,E103,280.31,evehicle,49.6,111.5
ev1,37.26,:J69_18,1123.66,E103,275.14,evehicle,49.6,112.0
ev1,41.0,:J69_18,1129.35,E103,269.45,evehicle,49.57,112.5
ev1,43.74,E103,1135.43,E103,263.37,evehicle,49.54,113.0
ev1,46.73,E103,1141.92,-E135,1232.9,evehicle,49.54,113.5
ev1,45.61,E103,1148.25,-E135,1226.57,evehicle,49.54,114.0
ev1,46.98,E103,1154.78,-E135,1220.04,evehicle,49.54,114.5
ev1,45.72,E103,1161.13,-E135,1213.69,evehicle,49.54,115.0
ev1,46.66,E103,1167.61,-E135,1207.21,evehicle,49.54,115.5
ev1,45.94,E103,1173.99,-E135,1200.83,evehicle,49.54,116.0
ev1,45.86,E103,1180.36,-E135,1194.46,evehicle,49.54,116.5
ev1,45.68,E103,1186.7,-E135,1188.12,evehicle,49.54,117.0
ev1,46.08,E103,1193.11,-E135,1181.71,evehicle,49.51,117.5
ev1,45.68,E103,1199.45,-E135,1175.37,evehicle,49.54,118.0
ev1,46.48,E103,1205.91,-E135,1168.91,evehicle,49.51,118.5
ev1,46.19,E103,1212.32,-E135,1162.5,evehicle,49.51,119.0
ev1,46.55,E103,1218.78,-E135,1156.04,evehicle,49.51,119.5
ev1,45.25,E103,1225.06,-E135,1149.76,evehicle,49.51,120.0
ev1,47.41,E103,1231.65,-E135,1143.17,evehicle,49.51,120.5
ev1,45.76,E103,1238.0,-E135,1136.82,evehicle,49.51,121.0
ev1,47.02,E103,1244.53,-E135,1130.29,evehicle,49.51,121.5
ev1,45.32,E103,1250.83,-E135,1123.99,evehicle,49.51,122.0
ev1,47.12,E103,1257.38,-E135,1117.44,evehicle,49.51,122.5
ev1,45.4,E103,1263.68,-E135,1111.14,evehicle,49.51,123.0
ev1,45.79,E103,1270.04,-E135,1104.78,evehicle,49.51,123.5
ev1,46.98,E103,1276.57,-E135,1098.25,evehicle,49.51,124.0
ev1,45.36,E103,1282.87,-E135,1091.95,evehicle,49.51,124.5
ev1,46.19,E103,1289.28,-E135,1085.54,evehicle,49.51,125.0
ev1,46.62,E103,1295.76,-E135,1079.06,evehicle,49.49,125.5
ev1,45.14,E103,1302.03,-E135,1072.79,evehicle,49.51,126.0
ev1,45.11,E103,1308.29,-E135,1066.53,evehicle,49.51,126.5
ev1,46.48,E103,1314.75,-E135,1060.07,evehicle,49.49,127.0
ev1,47.12,E103,1321.29,-E135,1053.53,evehicle,49.49,127.5
ev1,46.37,E103,1327.73,-E135,1047.09,evehicle,49.49,128.0
ev1,46.26,E103,1334.16,-E135,1040.66,evehicle,49.49,128.5
ev1,45.29,E103,1340.45,-E135,1034.37,evehicle,49.49,129.0
ev1,46.76,E103,1346.94,-E135,1027.88,evehicle,49.49,129.5
ev1,46.98,E103,1353.46,-E135,1021.36,evehicle,49.49,130.0
ev1,46.91,E103,1359.98,-E135,1014.84,evehicle,49.49,130.5
ev1,47.3,E103,1366.55,-E135,1008.27,evehicle,49.49,131.0
ev1,46.26,E103,1372.97,-E135,1001.85,evehicle,49.49,131.5
ev1,46.66,E103,1379.45,-E135,995.37,evehicle,49.49,132.0
ev1,41.87,E103,1385.26,-E135,989.56,evehicle,49.51,132.5
ev1,33.77,E103,1389.95,-E135,984.87,evehicle,49.54,133.0
ev1,26.39,E103,1393.62,-E135,981.2,evehicle,49.57,133.5
ev1,19.12,E103,1396.28,-E135,978.54,evehicle,49.57,134.0
ev1,18.94,:J70_9,1398.9,-E135,975.92,evehicle,49.57,134.5
ev1,18.14,:J70_9,1401.43,-E135,973.39,evehicle,49.57,135.0
ev1,17.75,:J70_9,1403.89,-E135,970.93,evehicle,49.57,135.5
ev1,18.79,:J70_9,1406.5,-E135,968.32,evehicle,49.57,136.0
ev1,17.17,:J70_9,1408.88,-E135,965.94,evehicle,49.57,136.5
ev1,17.93,-E104,1411.37,-E135,963.45,evehicle,49.57,137.0
ev1,20.63,-E104,1414.24,-E135,960.58,evehicle,49.57,137.5
ev1,23.72,-E104,1417.53,-E135,957.29,evehicle,49.57,138.0
ev1,27.07,-E104,1421.29,-E135,953.53,evehicle,49.54,138.5
ev1,29.77,-E104,1425.43,-E135,949.39,evehicle,49.54,139.0
ev1,33.41,-E104,1430.07,-E135,944.75,evehicle,49.51,139.5
ev1,38.02,-E104,1435.35,-E135,939.47,evehicle,49.51,140.0
ev1,41.87,-E104,1441.16,-E135,933.66,evehicle,49.49,140.5
ev1,44.71,-E104,1447.37,-E135,927.45,evehicle,49.46,141.0
ev1,46.04,-E104,1453.77,-E135,921.05,evehicle,49.46,141.5
ev1,45.72,-E104,1460.12,-E135,914.7,evehicle,49.46,142.0
ev1,46.15,-E104,1466.53,-E135,908.29,evehicle,49.46,142.5
ev1,46.37,-E104,1472.97,-E135,901.85,evehicle,49.46,143.0
ev1,45.47,-E104,1479.28,-E135,895.54,evehicle,49.46,143.5
ev1,46.26,-E104,1485.71,-E135,889.11,evehicle,49.46,144.0
ev1,46.8,-E104,1492.21,-E135,882.61,evehicle,49.46,144.5
ev1,45.36,-E104,1498.51,-E135,876.31,evehicle,49.46,145.0
ev1,46.3,:J24_1,1504.94,-E135,869.88,evehicle,49.46,145.5
ev1,46.22,:J24_1,1511.36,-E135,863.46,evehicle,49.43,146.0
ev1,46.12,:J24_1,1517.77,-E135,857.05,evehicle,49.43,146.5
ev1,46.08,-E13,1524.17,-E135,850.65,evehicle,49.43,147.0
ev1,42.05,-E13,1530.01,-E135,844.81,evehicle,49.46,147.5
ev1,34.45,-E13,1534.8,-E135,840.02,evehicle,49.49,148.0
ev1,26.89,-E13,1538.53,-E135,836.29,evehicle,49.51,148.5
ev1,18.79,-E13,1541.14,-E135,833.68,evehicle,49.54,149.0
ev1,22.86,:J23_1,1544.32,-E135,830.5,evehicle,49.51,149.5
ev1,25.6,:J23_1,1547.87,-E135,826.95,evehicle,49.51,150.0
ev1,27.5,:J23_1,1551.69,-E135,823.13,evehicle,49.51,150.5
ev1,28.69,:J23_1,1555.68,-E135,819.14,evehicle,49.51,151.0
ev1,27.25,:J23_1,1559.46,-E135,815.36,evehicle,49.51,151.5
ev1,29.05,-E12,1563.5,-E135,811.32,evehicle,49.49,152.0
ev1,32.51,-E12,1568.02,-E135,806.8,evehicle,49.49,152.5
ev1,35.28,-E12,1572.92,-E135,801.9,evehicle,49.49,153.0
ev1,39.92,-E12,1578.46,-E135,796.36,evehicle,49.46,153.5
ev1,43.81,-E12,1584.54,-E135,790.28,evehicle,49.43,154.0
ev1,45.76,-E12,1590.9,-E135,783.92,evehicle,49.43,154.5
ev1,46.98,:J8_1,1597.42,-E135,777.4,evehicle,49.4,155.0
ev1,46.15,:J8_1,1603.83,-E135,770.99,evehicle,49.4,155.5
ev1,45.86,:J8_1,1610.2,-E135,764.62,evehicle,49.4,156.0
ev1,46.76,-maxwell,1616.69,-E135,758.13,evehicle,49.4,156.5
ev1,47.23,-maxwell,1623.26,-E135,751.56,evehicle,49.4,157.0
ev1,39.13,-maxwell,1628.69,-E135,746.13,evehicle,49.43,157.5
ev1,31.25,-maxwell,1633.03,-E135,741.79,evehicle,49.46,158.0
ev1,23.15,-maxwell,1636.25,-E135,738.57,evehicle,49.49,158.5
ev1,26.42,:J1_1,1639.92,-E135,734.9,evehicle,49.49,159.0
ev1,30.42,:J1_1,1644.15,-E135,730.67,evehicle,49.46,159.5
ev1,32.9,:J1_1,1648.72,-E135,726.1,evehicle,49.46,160.0
ev1,34.96,:J1_1,1653.57,-E135,721.25,evehicle,49.46,160.5
ev1,35.06,:J1_1,1658.44,-E135,716.38,evehicle,49.46,161.0
ev1,34.24,:J1_1,1663.19,-E135,711.63,evehicle,49.46,161.5
ev1,34.31,-joulesD,1667.96,-E135,706.86,evehicle,49.46,162.0
ev1,37.91,-joulesD,1673.22,-E135,701.6,evehicle,49.43,162.5
ev1,42.37,-joulesD,1679.11,-E135,695.71,evehicle,49.4,163.0
ev1,40.46,-joulesD,1684.73,-E135,690.09,evehicle,49.43,163.5
ev1,35.06,-joulesD,1689.6,-E135,685.22,evehicle,49.43,164.0
ev1,26.96,-joulesD,1693.35,-E135,681.47,evehicle,49.46,164.5
ev1,20.16,:J3_8,1696.15,-E135,678.67,evehicle,49.49,165.0
ev1,20.52,:J3_8,1698.99,-E135,675.83,evehicle,49.49,165.5
ev1,21.42,:J3_8,1701.97,-E135,672.85,evehicle,49.49,166.0
ev1,20.81,newton,1704.86,-E135,669.96,evehicle,49.49,166.5
ev1,25.31,newton,1708.37,-E135,666.45,evehicle,49.46,167.0
ev1,28.55,newton,1712.34,-E135,662.48,evehicle,49.46,167.5
ev1,32.69,newton,1716.88,-E135,657.94,evehicle,49.43,168.0
ev1,35.82,newton,1721.85,-E135,652.97,evehicle,49.43,168.5
ev1,39.56,newton,1727.35,-E135,647.47,evehicle,49.4,169.0
ev1,41.94,:J9_1,1733.17,-E135,641.65,evehicle,49.4,169.5
ev1,45.36,:J9_1,1739.47,-E135,635.35,evehicle,49.37,170.0
ev1,45.65,:J9_1,1745.82,-E135,629.0,evehicle,49.37,170.5
ev1,45.4,E21,1752.12,-E135,622.7,evehicle,49.37,171.0
ev1,45.47,E21,1758.44,-E135,616.38,evehicle,49.37,171.5
ev1,46.37,E21,1764.88,-E135,609.94,evehicle,49.37,172.0
ev1,45.32,E21,1771.17,-E135,603.65,evehicle,49.37,172.5
ev1,46.26,E21,1777.6,-E135,597.22,evehicle,49.37,173.0
ev1,45.18,:J32_1,1783.87,-E135,590.95,evehicle,49.37,173.5
ev1,46.66,:J32_1,1790.35,-E135,584.47,evehicle,49.34,174.0
ev1,47.05,E24,1796.89,-E135,577.93,evehicle,49.34,174.5
ev1,46.98,E24,1803.41,-E135,571.41,evehicle,49.34,175.0
ev1,45.65,E24,1809.75,-E135,565.07,evehicle,49.34,175.5
ev1,46.51,E24,1816.21,-E135,558.61,evehicle,49.34,176.0
ev1,45.58,E24,1822.54,-E135,552.28,evehicle,49.34,176.5
ev1,37.48,E24,1827.75,-E135,547.07,evehicle,49.4,177.0
ev1,29.38,:J35_1,1831.82,-E135,543.0,evehicle,49.43,177.5
ev1,27.47,:J35_1,1835.64,-E135,539.18,evehicle,49.43,178.0
ev1,27.83,:J35_1,1839.5,-E135,535.32,evehicle,49.43,178.5
ev1,29.12,:J35_1,1843.55,-E135,531.27,evehicle,49.4,179.0
ev1,28.87,:J35_1,1847.55,-E135,527.27,evehicle,49.4,179.5
ev1,27.29,E25,1851.34,-E135,523.48,evehicle,49.43,180.0
ev1,31.72,E25,1855.75,-E135,519.07,evehicle,49.4,180.5
ev1,34.06,E25,1860.48,-E135,514.34,evehicle,49.4,181.0
ev1,37.15,E25,1865.64,-E135,509.18,evehicle,49.37,181.5
ev1,37.48,E25,1870.84,-E135,503.98,evehicle,49.37,182.0
ev1,29.38,E25,1874.92,-E135,499.9,evehicle,49.4,182.5
ev1,22.07,:J36_4,1877.98,-E135,496.84,evehicle,49.43,183.0
ev1,20.34,:J36_4,1880.8,-E135,494.02,evehicle,49.43,183.5
ev1,21.46,:J36_4,1883.78,-E135,491.04,evehicle,49.43,184.0
ev1,20.59,:J36_4,1886.64,-E135,488.18,evehicle,49.43,184.5
ev1,18.14,E111,1889.16,-E135,485.66,evehicle,49.43,185.0
ev1,22.25,:J75_2,1892.25,-E135,479.83,evehicle,49.43,185.5
